IdDescripcionRuta,CodigoComarca,NombreComarca,TipoRuta,DescripcionTipoRutaES,DescripcionTipoRutaEU,CodigoMunicipioInicio,NombreMunicipioInicio,CodigoMunicipioFin,NombreMunicipioFin,Trazado,CodigoSeguridad,DescripcionSeguridadES,DescripcionSeguridadEU,CodigoAccesibilidad,DescripcionAccesibilidadES,DescripcionAccesibilidadEU,CodigoDificultad,DescripcionDificultadES,DescripcionDificultadEU,LongitudIdaVuelta,LongitudIda,DesnivelPositivoIda,DesnivelNegativoIda,TiempoIda,LongitudVuelta,DesnivelPositivoVuelta,DesnivelNegativoVuelta,TiempoVuelta,TransportePublico,LatitudInicial,LatitudFinal,LongitudInicial,LongitudFinal,NombreRuta,InformacionRutaES,InformacionRutaEU,InformacionBreveRutaES,InformacionBreveRutaEU,DireccionInicioES,DireccionInicioEU,DireccionFinES,DireccionFinEU,UrlInformacion,UrlGPX,UrlFichaDescriptivaES,UrlFichaDescriptivaEU
BUS02,3,Busturialdea,1,Lineal,Lineala,26,Ea,26.0,Ea,BUS02.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,1.5,0.75,2,3,00:12,1.5,5.0,5.0,00:23,1,43.3800419793,,-2.5855753943,,Ea-Kaia,"El itinerario une el casco con el pequeño puerto de Ea. El breve recorrido es más frecuentado que el que remonta la regata de Argiñerreka (BUS01). Sale del ayuntamiento por Nagusia hasta la playa, gira en el frontón y cruza el puente. Desde aquí pasa junto a la playa y el puerto hasta el final, donde termina a los pies de la escalinata que sube a Talako ermita.","Ibilbide motz honek herrigunea Eako kai txikiarekin elkartzen du.Ibiltari gehiagok egiten du bide hau, Argiñerrekan gora egiten duen baino (BUS01). Udaetxetik Nagusian zehar abiatzen da hondartzaraino, frontoian bira eman eta zubia gurutzatzen du. Hondartzaren eta kaiaren ondotik igaro eta Talako ermitara daraman eskaileraren azpian amaitzen da.",El itinerario recorre el casco urbano de Ea.,Ibilbideak Eako hirigunea zeharkatzen du.,"Donibane plaza, 2","Donibane plaza, 2",Puerto,Kaia,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/38,https://www.bizkaia.eus/documents/1544457/1565773/BUS02.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS02_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS02_eu.pdf
BUS03,3,Busturialdea,1,Lineal,Lineala,27,Ereño,27.0,Ereño,BUS03.gpx,2,Baja,Txikia,3,Media,Ertaina,3,Media,Ertaina,5.74,2.87,80,47,00:44,5.74,127.0,127.0,01:27,1,43.3557729330,,-2.6233523805,,Ereño: Elexalde-Gabika,"El itinerario une los barrios de Elexalde, Akorda y Gabika en un recorrido compuesto por la bajada hasta el cementerio (cota 250m) y la posterior subida hasta el final, en la iglesia de San Juan en Gabika (cota 310m). Dado que Ereño cuenta con una población escasa y dispersa, el recorrido no se ha identificado mediante entrevistas a paseantes, sino que se justifica a partir de las condiciones que ofrece el entorno. El itinerario se hace por la BI-3242, sin segregación ni protección para caminantes.","Ibilbideak Elexalde, Akorda eta Gabika auzoak elkartzen ditu, hilerrira (250 metrotako garaiera) jeitsi ondoren Gabikako San Juan elizara (310 metrotako garaiera) igotzen delarik, ibilbideko amaieran. Ereñoko biztanleria urria eta sakabanatua denez, ibilbidea ez da hauteman ibiltariei egindako elkarrizketen bitartez, inguruneak eskaintzen dituen baldintzen arabera ezarri delarik. Ibiltarientzako babesik edo bazterbiderik gabe BI-3242 errepideari jarraituz egiten da ibilbide osoa.",El itinerario une el casco urbano de Elexalde con los barrios de Akorda-Bollar y Gabika.,Ibilbideak Elexaldeko hirigunea Akorda-Bollar eta Gabika auzoekin elkartzen du.,"Barrio Elexalde, 10","Elexalde auzoa, 10",Barrio Gabika,Gabika auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/39,https://www.bizkaia.eus/documents/1544457/1565773/BUS03.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS03_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS03_eu.pdf
BUS04,3,Busturialdea,1,Lineal,Lineala,28,Nabarniz,28.0,Nabarniz,BUS04.gpx,3,Media,Ertaina,2,Baja,Txikia,4,Baja,Txikia,2.96,1.48,23,40,00:23,2.96,63.0,63.0,00:45,1,43.3211583551,,-2.5845917780,,Nabarniz: Elexalde-Lekerika,"El itinerario une los barrios de Elexalde, Merika y Lekerika en un recorrido en suave descenso en su mayor parte, salvo un tramo corto en el PK0.600 (20%) y el repecho final. El recorrido se hace por una vía local asfaltada, sin segregación ni protección para las personas caminantes.","Ibilbideak Elexalde, Merika eta Lekerika auzoak elkartzen ditu, pixkanaka beherantz egiten duelarik tarterik handienean, 0.600PK-ko tarte motz bat (%20) eta amaierako aldapa izan ezik. Ibiltarientzako babesik edo bazterbiderik gabe tokiko asfaltozko bide batean zehar egiten da ibilbide osoa.",El itinerario une el casco urbano de Elexalde con los barrios de Merika y Lekerika.,Ibilbideak Elexaldeko hirigunea Merika eta Lekerika auzoekin elkartzen du.,"Barrio Elexalde, 14","Elexalde auzoa, 14",Barrio Lekerika,Lekerika auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/40,https://www.bizkaia.eus/documents/1544457/1565773/BUS04.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS04_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS04_eu.pdf
BUS05,3,Busturialdea,0,Circular,Zirkularra,29,Elantxobe,,Elantxobe,BUS05.gpx,3,Media,Ertaina,4,Alta,Handia,4,Baja,Txikia,1.01,1.01,6,6,00:15,,,,,1,43.4040795173,,-2.6367614977,,Elantxobe: Portua,"El itinerario recorre los 4 morros que forman el puerto de Elantxobe. El recorrido comienza en el vértice de Kurtzeko mollea y recorre sucesivamente todos los muelles, hasta terminar en la punta que forma la boca del puerto con el punto inicial. Se trata de un recorrido más frecuentado por los habitantes de las cotas más bajas de Elantxobe.","Ibilbideak Elantxobeko kaia osatzen duten lau morruak lotzen ditu. Kurtzeko molleko puntan hasita, moila eta morru guztiak zeharkatzen ditu, abiapuntuarekin batera kaiaren ahoa osatzen duen puntan amaitzen delarik. Elantxobeko behekaldean bizi diren biztanleek gehago erabiltzen duten ibilbidea da hau.",El itinerario recorre el puerto de Elantxobe.,Ibilbideak Elantxobeko kaia zeharkatzen du.,"Nagusia, 21","Nagusia, 21",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/41,https://www.bizkaia.eus/documents/1544457/1565773/BUS05.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS05_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS05_eu.pdf
BUS06,3,Busturialdea,0,Circular,Zirkularra,29,Elantxobe,,Elantxobe,BUS06.gpx,3,Media,Ertaina,2,Baja,Txikia,2,Alta,Handia,3.14,3.14,109,84,00:48,,,,,1,43.4035976417,,-2.6398648135,,Elantxobe: Kanposantua,"El itinerario sube hacia Ibarrangelu para volver al cementerio de Elantxobe, emplazado sobre el propio pueblo, bajando desde allí rápidamente al punto inicial. Se trata de un recorrido con pronunciadas pendientes: se ha grabado el tramo que lleva desde el ayuntamiento a la plataforma giratoria, con el objeto de mostrar que las mayores dificultades para la accesibilidad se encuentran en el propio casco, con calles que superan el 20% de pendiente.Sale por Bidekalea (BI-4283), en el cual se suceden tramos con acera y sin ella, se incorpora brevemente a la carretera BI-2237 (con acera), la cual abandona para subir hacia Ibinaga por un vial local asfaltado sin segregación ni protección para las personas caminantes. A partir de Zobeika el perfil se suaviza hasta el cementerio. Desde allí el recorrido pierde altura rápidamente (pendientes superiores a 30%) hasta el punto inicial.","Ibarrangelu aldera igotzen hasi eta Elantxobeko hilerrira jarraitzen du ibilbideak, handik abiapuntura oso aldapa bizian jeisten delarik. Elantxobeko herrigunean malda oso biziko ibilbidea da: udaletxetik plataforma birakarira daraman tartea grabatu da, irisgarritasun arazo larrienak herrigunean daudela erakusteako, %20ko malda gainditzen duten kaleak baitaude. Bidekalean zehar (BI-4283) abiatzen da, batzutan espaloietatik eta bestetan errepidetik doalarik, BI-2237 errepideari batzen zaio tarte motz batean (badu espaloia), eta Ibinaga aldera igotzen da tokiko asfaltozko bide batean, oinezkoentzako babesik edo bazterbiderik gabe. Zobeika eta hilerriaren artean profila leundu egiten da. Hilerritik abiapunturaino oso azkar jeisten da (%30etik gorako maldak).",El itinerario recorre parte del casco urbano de Elantxobe y pasa por Ibinaga (Ibarrangelu).,"Ibilbideak Elantxobeko hirigunea zeharkatzen du tarte batean, Ibinagatik (Ibarrangelu) pasatzen delarik.","Nagusia, 21","Nagusia, 21",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/42,https://www.bizkaia.eus/documents/1544457/1565773/BUS06.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS06_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS06_eu.pdf
BUS07,3,Busturialdea,1,Lineal,Lineala,30,Ibarrangelu,30.0,Ibarrangelu,BUS07.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,6.38,3.19,2,88,00:48,6.38,90.0,90.0,01:36,1,43.3902706672,,-2.6317031030,,Ibarrangelu-Laga,"El itinerario une Elexalde con la playa de Laga, en un recorrido vinculado a la BI-3234 en una constante bajada (el punto inicial está a cota 100m). Los primeros 700m cuentan con acera (de anchura insuficiente en su tramo final), pasando después al lado derecho de la carretera, donde un arcén ancho protegido por bionda proporciona un itinerario peatonal seguro, señalizado como tal en la mayor parte del recorrido. Este arcén desemboca directamente en el vial de acceso al aparcamiento de la playa de Laga.","Ibilbideak Elexalde Lagako hondartzarekin elkartzen du, BI-3234 errepidean zehar etengabe jeitsiz (abiapuntua 100 metrotako garaieran dago). Lehen 700 metrotan badago espaloia (estuegia azken tartean), ondoren errepidearen eskuin aldera pasatzen delarik: bertan hasten da bazterbide zabal eta hesiduna, oinezkoentzako ibilbide segurua eskaintzen duena eta amaiera bitartean hala seinaleztatua dagoena tarte gehienetan. Bazterbide hau Lagako hondartzako aparkalekura daraman sarrerara iristen da zuzenean.",El itinerario une parte del casco urbano de Ibarrangelu y llega a la playa de Laga.,"Ibilbideak Ibarrangeluko hirigunearen tarte bat zeharkatzen du, Lagako hondartzara iristen delarik.","Barrio Elexalde, 1","Elexalde auzoa, 1",Playa Laga,Laga hondartza,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/43,https://www.bizkaia.eus/documents/1544457/1565773/BUS07.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS07_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS07_eu.pdf
BUS08,3,Busturialdea,1,Lineal,Lineala,30,Ibarrangelu,30.0,Ibarrangelu,BUS08.gpx,2,Baja,Txikia,3,Media,Ertaina,4,Baja,Txikia,7.5,3.75,57,55,00:57,7.5,112.0,112.0,01:53,1,43.4086897317,,-2.6554963924,,Laga-Laida,"El itinerario une la playa de Laga con la de Laida, siguiendo la BI-3234. Se trata de una ruta muy frecuentada, especialmente durante la temporada estival, a pesar de que no cuenta con segregación ni protección para caminantes. Debe tenerse en cuenta que en los días de playa el tráfico es muy intenso y en determinados tramos el arcén tiene una anchura insuficiente, o no existe. El perfil de la ruta se divide en 3 tercios: un primero en subida, un segundo llano y un tercero en bajada, llegando a la cota máxima de 62m junto al caserío Albiznagusia, al final del tramo llano.","Ibilbideak Laga eta Laidako hondartzak elkartzen ditu, BI-3234 errepidea jarraituz. Ibiltari askok erabiltzen du -batez ere udako garaian-, nahiz eta babes edo espaloirik ez izan. Kontuan izan behar da hondartza egunetan trafikoa oso bizia dela, eta hainbat tartetan bazterbidearen zabalera ez dela nahikoa, edo ez dago. Ibilbideko profila 3 zatitan banatzen da: igoeran lehena, laua bigarrena eta jeitsieran hirugarrena, gehieneko garaiera Albiznagusia baserriaren ondoan dagoelarik (62m), tarte lauaren amaieran.",El itinerario une las playas de Laga y Laida.,Ibilbideak Laga eta Laidako hondartzak elkartzen ditu.,Playa Laga,Laga hondartza,Playa Laida,Laida hondartza,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/44,https://www.bizkaia.eus/documents/1544457/1565773/BUS08.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS08_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS08_eu.pdf
BUS09,3,Busturialdea,1,Lineal,Lineala,30,Ibarrangelu,31.0,Gautegiz-Arteaga,BUS09.gpx,3,Media,Ertaina,3,Media,Ertaina,4,Baja,Txikia,4.24,2.12,52,5,00:32,4.24,57.0,57.0,01:04,1,43.3996361867,,-2.6848701853,,Laida-Kanala,"El itinerario une la playa de Laida con el barrio de Kanala siguiendo la BI-3234. Se trata de un recorrido compuesto por dos tramos: el primero, llano, recorre la acera existente hasta el camping del límite municipal; el segundo, en constante subida hasta Kanala (donde alcanza la cota máxima de 55m) a lo largo de un arcén protegido que termina en el aparcamiento del restaurante, punto final del recorrido.","Ibilbideak Laidako hondartza Kanala auzoarekin elkartzen du BI-3234 errepidea jarraituz. Bi zatitan bana daiteke ibilbidea: lehenengoak, laua, udalerriko mugan dagoen kanpineraino daraman espaloia jarraitzen du; bigarrenak, etengabe gorantz egiten duena Kanalaraino (gehieneko garaiera, 55m), babestutako bazterbidea jarraitzen du, jatetxeko aparkalekuan amaitzen den arte.",El itinerario une la playa de Laida con el restaurante Kanala.,Ibilbideak Laidako hondartza Kanala jatetxearekin elkartzen du.,Playa Laida,Laida hondartza,Barrio Kanala,Kanala auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/45,https://www.bizkaia.eus/documents/1544457/1565773/BUS09.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS09_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS09_eu.pdf
BUS10,3,Busturialdea,0,Circular,Zirkularra,31,Gautegiz-Arteaga,,Gautegiz-Arteaga,BUS10.gpx,3,Media,Ertaina,2,Baja,Txikia,3,Media,Ertaina,4.33,4.33,89,89,01:05,,,,,1,43.3494446799,,-2.6517206803,,Arteaga-Ozollo,"Saliendo desde Zelaieta, el itinerario recorre parte del paraje de Ozollo. Sale del casco por Gaztelubide en dirección al castillo, donde abandona la acera y pasa a la vía local asfaltada que desciende al barrio de Ozollo: se trata de un tramo con escaso tráfico, sin protección ni segregación para caminantes. Gira hacia la ría, bajando por una pista hacia Ozolloerrota: para continuar hacia la ermita de San Lorenzo debe rodearse la propiedad por un estrecho sendero. El circuito se completa saliendo de Isla Bekoa a la BI-3234, donde se recorren 300m por el borde de la calzada, y bajando al barrio de Portua, para subir desde allí al barrio de Ozollo. La vuelta desde el castillo se ha realizado por Zelaieder.","Zelaietatik abiatuta, ibilbideak Ozolloko hainbat bazter kurritzen ditu. Herrigunetik gaztelurantz abiatzen da Gaztelubideko espaloiari jarraituz. Bertan Ozollo auzora jeisten den tokiko asfaltozko bidea jarraitzen du, ibiltarientzako babesik edo bazterbiderik gabe, trafiko gutxiko tartea izanik. Ibai aldera biratu eta pista batean zehar Ozolloerrotara jeisten da: San Lorenzo ermitara jarraitzeko jabegoa bidezidor estu bati jarraituz inguratu beharra dago. Ibilbidea osatzeko Isla Bekoatik BI-3234 igotzen da, errepide bazterretik 300m eginez, eta Portua auzora jeisten da, handik Ozollora igoz. Gaztelutik abiapuntura Zelaiederren zehar egin da.",El itinerario recorre parte del casco urbano de Gautegiz-Arteaga.,Ibilbideak Gautegiz-Arteagako hirigunea zeharkatzen du tarte batean.,"Herriko enparantza, 1","Herriko enparantza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/46,https://www.bizkaia.eus/documents/1544457/1565773/BUS10.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS10_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS10_eu.pdf
BUS11,3,Busturialdea,1,Lineal,Lineala,31,Gautegiz-Arteaga,32.0,Kortezubi,BUS11.gpx,2,Baja,Txikia,3,Media,Ertaina,3,Media,Ertaina,4.94,2.47,46,63,00:38,4.94,109.0,109.0,01:15,1,43.3494279999,,-2.6516836323,,Arteaga-Kortezubi,"El itinerario rodea Zelaieta y llega a Kortezubi. Sale hacia el norte subiendo  por la acera vinculada a la BI-2238 y en Gometza gira hacia el castillo. Baja por el asfalto hasta el caserío Arteaga, punto en el que pasa a una acera que se interrumpe en el cruce que lleva al cementerio. Sigue el asfalto que pasando por Guillermotxuena baja a la BI-2238, cruzándola junto a Poteria. Desde aquí sube por una vía hormigonada hacia Santana, para girar en este punto y bajar al casco urbano de Kortezubi.","Ibilbideak Zelaieta eta Kortezubi elkartzen ditu, lehenengoa inguratu ondoren. Iparralderantz igotzen da BI-2238 errepideko espaloiari jarraituz, eta Gometzan gaztelu aldera egiten du. Asfalto gainetik Arteaga baserriraino jeitsi eta espaloira igotzen da, hilerrira daraman bidegurutzean eteten delarik. Berriro asfalto gainetik Gillermotxuena ondotik igaro eta BI-2238 errepidera iristen da, Poteria parean gurutzatuz. Puntu honetatik Santanaraino igotzen da hormigoizko bide bati jarraituz, bertan biratu eta Kortezubiko herrigunera jeitsiz.",El itinerario recorre parte de los cascos urbanos de Gautegiz-Arteaga y Elejalde (Kortezubi).,"Ibilbideak Gautegiz-Arteagako hirigunea zeharkatzen du tarte batean, Elejaldera (Kortezubi) iristen delarik.","Herriko enparantza, 1","Herriko enparantza, 1","Barrio Enderika, 4","Enderika auzoa, 4",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/47,https://www.bizkaia.eus/documents/1544457/1565773/BUS11.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS11_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS11_eu.pdf
BUS21,3,Busturialdea,1,Lineal,Lineala,32,Kortezubi,32.0,Kortezubi,BUS21.gpx,3,Media,Ertaina,2,Baja,Txikia,3,Media,Ertaina,5.6,2.8,79,100,00:42,5.6,179.0,179.0,01:24,0,43.3445653226,,-2.6381626166,,Kortezubi: Basondo-Oma-Olakoerrota,"El itinerario recorre el valle de Oma, entre Basondo y Olakoerrota. El recorrido se realiza en su totalidad a lo largo de la vía local que recorre el valle: por el arcén de hormigón impreso que acompaña a la vía asfaltada hasta San Pedro, y por la propia vía, hormigonada y sin separación, a partir de este punto. Se trata de un recorrido que incluye 3 tramos con pendientes que superan el 12%. Es frecuentada tanto por visitantes (forma parte de la visita al bosque pintado por Agustín Ibarrola) como por gente del entorno, especialmente en fines de semana.","Ibilbideak Omako bailara kurritzen du Basondo eta Olakoerrota artean, tokiko bide bati jarraituz: asfaltozko bide ondoko hormigoi inprimatuzko bazterbidean zehar San Pedroraino, eta bidean zehar, hormigoi gainean, hemendik aurrera. Ibilbideak 3 tarte dauzka %12tik gorako maldarekin. Bisitariek asko erabiltzen duten bidea da (Agustin Ibarrolaren baso margotuko bisita osatzen du), eta baita inguruko biztanleek ere, asteburuetan batez ere.",El itinerario parte de Basondo y atraviesa Oma.,"Ibilbidea Basondotik abiatzen da, Oma zeharkatzen duelarik.","Barrio Basondo, 8","Basondo auzoa, 8",Olakoerrota,Olakoerrota,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/56,https://www.bizkaia.eus/documents/1544457/1565773/BUS21.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS21_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS21_eu.pdf
BUS22,3,Busturialdea,1,Lineal,Lineala,32,Kortezubi,34.0,Gernika,BUS22.gpx,4,Alta,Handia,2,Baja,Txikia,3,Media,Ertaina,7.84,3.92,41,41,00:59,7.84,82.0,82.0,01:58,1,43.3408884332,,-2.6554815564,,Kortezubi-Gernika,"El itinerario une los cascos de Kortezubi y Gernika. Sale de Enderika siguiendo las escaleras junto a la iglesia y bajando hacia la ría. Recorre una pasarela de madera acondicionada sobre la línea del encuentro entre la marisma y el monte, desembocando (PK1.000) en una escalera que sube hacia la ermita de San Esteban. Baja por una pista y pasa junto a Iturrietabeaskoa, girando hacia el paseo de la ría a la que llega cruzando la marisma a través de una vía en la que se suceden pistas de gravilla y pasarelas de madera. Se conecta con el paseo oriental de la ría junto al último puente que permite pasar a la orilla occidental, construido en madera. A partir de este punto, se gira al sur para seguir la pista de gravilla, pasando sobre el Gola y por debajo de la BI-2238, para entrar en Gernika por Uharte y terminar en el puente de Errenteria.","Ibilbideak Kortezubi eta Gernikako herriguneak elkartzen ditu. Enderikatik abiatzen da eleizaren ondoko eskailerei jarraituz eta ibai aldera jeitsiz. Padura eta mendia elkartzen diren lerroari jarraituz eraiki den egurrezko pasagunearen gainetik doa, San Esteban aldera igotzen diren eskaileretara iristen delarik (1.000PK). Pista batean zehar jeitsi eta Iturrietabeaskoa ondotik igarotzen da, pista eta pasaguneetan zehar padura zeharkatuz eta ibaiaren ekialdeko pasealekura iristsiz bokaletik hurbilen dagoen egurrezko zubiaren ondoan. Hemendik aurrera, hegoalderantz hartu eta hartxintxarrezko pista bat jarraitzen du, Golaren gainetik eta BI-2238 errepidearen azpitik igaroz, Uhartetik Gernikara sartu eta Errenteriako zubira iristeko.","El itinerario sale del casco urbano de Elejalde, pasa por Enderika y penetra en el casco urbano de Gernika. Se ha registrado también una variante que pasa por Barrutia (Arratzu).","Ibilbidea Elejaldeko hirigunetik abiatu, Enderikatik pasa eta Gernikako hirigunean sartzen da. Barrutian (Arratzu) zehar pasatzen den aldaera bat ere jaso da.","Barrio Enderika, 4","Enderika auzoa, 4",Puente Errenteria,Errenteria zubia,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/57,https://www.bizkaia.eus/documents/1544457/1565773/BUS22.gpx,https://www.bizkaia.eus/documents/1544457/1565773/BUS22_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/BUS22_eu.pdf
